Id,content,Label
665,حلقة تعمل أكثر من 127 ألف في 5 ساعات ما شاء الله يعني سلسلة ناجحة جداً جداً,Happiness
666,اش خص ياربي كان تونس تولي هكا غير الله يهلك صحاب الشر,Happiness
667,مرحبا بيك عندنا في تونس 😂❤❤❤🎉🎉,Happiness
668,فلوس تونس كل ماشي ناس فناين من دول اخرى نحنا موش لقينا شنيا بش نصرفو,Happiness
669,سلام كيفك يا جعلك دائما إن شاء الله بإذن إن شاء الله أننا أننا سمحت لنا من زعيم قلت مثلا شايف أنت معك وحدة بس بس صلاة خلاص اسمعي أنا❤,Happiness
670,كنت حاضر الحفلة بصراحة من غير انحياز كانت حفلة خرافية و كانت الأكثر جماهيرية بتعليق من ادارة المهرجان اقسم بالله انا تعبت و نجوى ما شاء الله نشاط و حيوية و تربية و تعرف تتعامل مع الجمهور و صوتها احلى بمراحل من التسجيل ❤️قرطاج يليق بنجوى فقط,Happiness
671,ما شاء الله فكرة عبقرية ان الجمهور يغني مع الفرقة الرائعة بقيادة مايسترو الإبداع والفن بودشار 🏆👏👏👍🎼🎼💯,Happiness
672,ما شاء الله الشعب التونسي ذواااق .و الحفله كانت ملكيه بكل اامقاييس❤,Happiness
673,ما شاء الله والله أكبر عليك السي أمين. كل التقدير والاحترام للفنان المغربي المتجدد,Happiness
"674,""ابداع ، رُقيّ ، بهجة استمتاع. الموسيقى يمكن أن تكون علاجا فعالا لاضطرابات المزاج ما شاء الله على الميسترو بودشار للأسف ما حضرتلوش في قرطاج وفات التذاكر . و نفس النهار اللي راجعة للغربة يعمل حفلة في امستردام وما نخلطش😊 ربي يوفقوا وين ما مشى وباذن الله نحظرلو برفوا عليك ❤"",Happiness"
675,ما شاء الله. الله يبارك فيك يارب,Happiness
676,مبروك عليك نجاح الحفل,Happiness
677,تبارك الله ما شاء الله عليكم🎉🎉🎉,Happiness
678,ماشاء الله عليك السي أمين بوديشارت المايسترو الراقي المتواضع المغربي ♥ أقول كلمة حق في جميع ماقدمته لجميع العرب في تسيير فن طربي نظيف شكرا شكرا شكرا .❤❤❤الله يعطيك الصحة شكرا لجميع العازفين و العازفات على مختلف الآلات الموسيقية أتمنى لك ولدي مستقبلا زاهر اللهم آمييين آمييين آمييين يارب العالمين.,Happiness
679,حضرت حفل الرباط اول مرة بعد محاولات للتعرف على كيفية اقتناء التذكرة وكانت فرحتي تزداد كلما اقترب موعدالحفل ...ما شاء الله عليكم قدمتم فنا راقيا واسعدتمونا كل اعضاء الفرقة الموسيقية اكفاء وعلى راسهم المايسترو سيد أمين شكرا لكم والى اللقاء,Happiness
680,ما شاء الله عليكم شكرا لك شكرا❤❤,Happiness
681,دمت دائما متألقا بالتوفيق,Happiness
682,شكرا لك سي أمين على مشاركة هذه الحفلة مع الجمهور الذي يستطيع الحضور وبالتوفيق دائما,Happiness
683,ألف مبروك للعملاقه التي علمتنا الحرف قبل الكلمه والأبداع الراقي وهذا فضل الله عز وجل وفضلها الباذخ الكريم شكراً لاتكفي نحبكِ حتى النخاع أستاذتنا الغاليه والحبيبه كم أنتِ رائعه يكل تقاصيلك لاأعلم كيف أجمع شتات الحروف ولكن أعي حيداً كيف تصغينها لتجعلينها لوحه فنيه تترجم نفسها من نثر للخروف حبيبتنا الغاليه أنتِ فوق هام السحب مكانك ونحن لم نتعدى القفزه الأبداعيه بحرف راقيه أيتها العملاقه 💙🌪️⚡️🩶💞🥰🕌,Happiness
684,باحسد الجمهور على ها الحفلة العظيمة والرايعة تباركالله وما شاء الله كل شيء رايع ربي يباركلها ويفرحها كيف ما فرحتنا ❤ تونس ولادة تونس بنساها ورجالها تبقى شامخة 🇹🇳❤❤❤,Happiness
685,ابدعتي بنت بلدي ما شاء الله الجمهور التونسي شو حلو ومحب ومثقف ❤,Happiness
686,ما شاء الله ع جمال التونسيات ❤❤❤,Happiness
687,فنانة تعرف ترحب بجمهورها و تعرف تقدم فرقتها الموسيقية و تشكرهم و تشكر جمهورها و هي واقفة و تحكي معاه و تغنيله غناية الختام كاملة مش تخلي الفرقة تعزف و تخرج كيف ما يعملوا برشا فنانين و هذه حركة نشوف فيها برشا قلة ذوق و قلة احترام للجمهور.. جمهور رحبت به في الدخول و بداية الحفل و ودعته و انحنت له احتراما... راااقية برشا يا صولا الف مبروك يا أيقونة الشرق ❤❤❤,Happiness
"688,""حفلة رائعة بأتم معنى الكلمة، برافو عليكي يا أيقونة الشرق"",Happiness"
"689,""مش عارف هشكرك ازاي على شغلك و عملك ده اللي منضبط فيه، و متفاني فيه، فعلاً انت بتعمل شغل جبار مشكور مليون مرة عليه، شاهدت الحفل لايف و اتمنيت انه حد ينقله عاليوتيوب عشان بجد كان حفل خرافي و جميل جداً و متنوع و من زمان ما شفت اصالة بالتوهج هذا و حفل كامل ما شاء الله و جمهور البلد الشقيق تونس ما شاء الله عليه على طول مبتسمين و مبتهجين ❤ شكرا جزيلاً يحيى و ل اصالة و للجمهور التونسي و لمهرجان قرطاج على هالتحفة الفنية."",Happiness"
690,منذ متى تلبس نساء تونس الحولي من جيهة وحدة ( السبولة ) إنها طريقة لبس الحولي في ليبيا أما تونس فمن الجهتين ... !! ومنذ متى تلبس نساء تونس السروال تحت الحولي! فهذا غير موجود في ارشيفم بينما تلبس نساء ليبيا السروال تحت الحولي وهو قطعة أصيلة في اللباس التقليدي الليبي.,Happiness
691,تحياتي لك خويا بالتوفيق,Happiness
692,من السودان كيف حالكم لباس 🇹🇳🇸🇩,Happiness
693,الراب التونسي برشا جامد 🇪🇬🇹🇳,Happiness
694,اول مرة نسبع بيه الرابار هدا الله يبارك صوت وكلام موزون تخياتي خويا 🇩🇿 ❤,Happiness
695,للمرة ال1000 نعاودها يا جونيييور يعيشك خويا ستيييل هذا بالظبط بعد نحبووو نسمعوووه كل دقيقة يعيشك ركز كيما رام الله الاغاني الجاية 👿🩶👿,Happiness
696,الله يبارك ❤ربي يحفظك,Happiness
697,ما شاء الله 🫶🏼❤️,Happiness
698,الله يبارك,Happiness
699,❤وين,Neutral
700,الله يبارك,Happiness
701,الله يبارك ❤️🇩🇿❣️,Happiness
702,الأغنية هذي عقدتني هذاي حسان كرتوشة مش جينيور. قنابل 💣💣💣 ملا كعبة منين جيتهم وين كنت متخبي😂😂😂,Happiness
703,باه تبان. ...لاازم طيح فالكلام دير غنيات ...تعبيهم بالسبان مشني كيفك ...يا انسان انت رباك السيستام ... وانا رباوني دروس طارق السويدان الفرق او كلار. ... ماكان لاه تحوس... انت تحلم بكاليفورنيا ...وانا نحلم بالفردوس ...هذا جوابك قبل ما تزيد من كرش ماماك DK,Anger
704,مبروك 14vuتستحق اكثر وخي,Happiness
705,حبيتك جنيور كيفك حارق في نمسا من ٢٠٠٦,Happiness
706,يخويا والله غير الله يبارك الجزائري معاك ❤❤❤ اتهل فيروحك,Happiness
707,عمرو 23 الله يبارك العالمية في كاش غام,Happiness
708,مبروك عليك خويا قدرت تدخل لقلوووب الجزائرين 🇹🇳🇩🇿❤ الووو لامشين خصتنا خدمة مع العم جونيور,Happiness
709,الله يبارك,Happiness
710,الرابور الوحيد في تونس لي يعجبني . ليزوووم بالتوفيق لك من الجزائر🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,Happiness
711,مانا قولنا سوسة تجيب كان رابور كاسح,Neutral
712,الله يبارك,Happiness
713,🇩🇿🇩🇿 حسان بالتوفيق خويا🇹🇳,Happiness
714,كي تجي تشوف تونس العميقة تشوف دزاير فيها سبحان الله وينعتولنا فالtv الشواذ علا اساس هاذوك يمثلو التوانسة المغني هذا الدم لي يمشي فيه يمشي في عروقي الجماعة تشوف فيها راب انا نشوف فيها قطعة فنية كي تع بيتهوفن كي الدريل كي ليركس حاجة متكاملة ربي يوصلك للعالمية لان هاذي الموسيقى تقيسنا كل كمغاربة خصوصا وكعرب على العموم والله بالتوفيق,Anger
715,الله يبارك تحيا تونس,Happiness
716,و الله يعطيك الصحة يا معلم ❤,Happiness
717,الله يبارك كاين منها,Happiness
718,علاش تسب في تونس سب حكومته يا جبان🤬🤬,Anger
719,شيكور الله يبارك صوتك راو واصل عند لعرب للأمام,Happiness
720,زوز أغاني كسر الدنيا ورجع واحد كيفي متربي على دوبل كانو يسمع الراب بالتوفيق اما نقصلنا ملكلام لخايب خل انربو صغارنا على المبادئ هذي كيف متربينا مع لطفي دوبل كانو❤,Happiness
721,الله يعطيك الصحة من عند خوك الجزائري 🇩🇿🇩🇿❤️❤️😍😍👌👌🇹🇳🇹🇳🇹🇳,Happiness
722,الله يعطيك الصحة من عند خوك الجزائري 🇩🇿🇩🇿❤️❤️😍😍👌👌🇹🇳🇹🇳🇹🇳,Happiness
723,برازيل عندها نيمار جونيور و تونس عندها حسان جونيور ❤,Happiness
724,الله يبارك,Happiness
725,تونس تجيب كان الرجال اغاني الراب التونسي وحدها ❤️🇹🇳🇹🇳🇹🇳,Happiness
726,الراب التونسي واعر كاسح برشا ❤,Happiness
727,تحياتي القلبية من الجزائر يعطيك الصحة بالتوفيق ❤,Happiness
728,طيب يا صاحبي رام الله وين رحت نابلس,Happiness
729,بالتوفيق يا ابن الخضراء,Happiness
730,الجزائر 🇩🇿 تونس 🇹🇳 خص واحد مسبش الدولة وين راه 😉 🇲🇦,Neutral
731,تحيا راب الجزائري و راب تونسي رابو قوة الله يبارك,Happiness
732,مبروك الأغنية ترند🥵 اما نقص من كلام الزايد فما صغار تتفرج😊,Disgust
733,ياخويا ملا rappeur تحميل سوسة و مبروك اللقب يا ساحلية تحياتي المكشخة تعيش❤,Happiness
734,الله يبارك❤❤❤,Happiness
735,الله يبارك هدا هو الراب تاع صح تحية من الجزائر 🇩🇿,Happiness
736,🇩🇿 في الصفوف الاولى ناس تونس نحبكم برشا ♥,Happiness
737,على خطى لطفي دوبل كانو برافو عليك هذا هو الراب الحقيقي يحكي على المعاناة 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇹🇳,Happiness
738,تونس تدعم فالمثلية برافو عليك عندو حق ❤,Disgust
739,علاه شعملتلك تونس,Anger
740,اول حاجة تجينا مزيانة من سوسة ❤❤❤,Happiness
741,تحية قصرينية فرشيشية كبيرة من الارض الحرشة واصل ديما صاحبي ومايفهمك كان ولد حومة كيفك,Happiness
742,❤️ 0:32 👑مبروك 1M 👑❤️❤️❤️❤️,Happiness
743,ظاهرلي ما فماش منك 40 على خاطر كون فما 40 كيفك راه راب في لأعلى,Happiness
744,مبروك 1مليون 🔥👏🏼🇱🇾☄,Happiness
745,ما شاء الله عليك فنان انت فايت بالراب بقوه الله عليك خطيره الراب اسطوره بالرجوله اخويا جدا قوي في الراب استمر بالتوفيق😯🔥,Happiness
746,درابو تونس و الدزاير 💪💪💪❤ بورجولية برافو و الله كاسحين رجال سوسة و نشاالله مبروك عليكم البطولة في الكورة و البطولة في الراب,Happiness
747,الله يبارك رابر فكرني في لطفي دوابل كانو,Happiness
"748,""مبروك 100, 💯 K"",Happiness"
749,سوسة تدعم المثلية موش تونس,Anger
750,الف مبروك 100K يااا JUNIOR 🎉🎉❤️🎇🎆🎆🎊🎊🎈🎈✨,Happiness
751,مبروك على ١٠٠الف مشترك خلال فتره بسيطة جدآ وعقبال مليون مشترك وربي تستاهل (طرب مافي منه اثنين في تونس🔥) تحياتي لك من سلطنة 🇴🇲,Happiness
752,100 الف متابع مبروك>>,Happiness
753,و علم تونس 🇹🇳 وين ؟؟؟,Neutral
754,عيدكم مبروك معلم خويا ❤❤❤,Happiness
755,جونيور الظاهرة ستيلو يسيب في ليميسيل 2 تيتر بمسيرة رابورات عندهم عوام تحية من الجزائر 🇩🇿 رجال خانها الزمن ✌️ بالتوفيق,Happiness
756,الله يبارك,Happiness
757,مبروك 100الف,Happiness
758,الرابور التونسي الوحيد لي حسيت برسالتو و كيفاش يلحقها ما يهمو ولا شي 🤫👌,Happiness
759,عيدك مبروك ❤❤❤ اقسم بالله العظيم معلم خويا الغالي واصل هذا هوا الراب الصحيح ❤❤❤,Happiness
760,مبروك عليك بوهدمة (الحبس)!,Fear
761,ما جابت راپورات كان سوسة 🙏❤️,Neutral
762,الله يبارك تحياتي لكم اخوكم من الجزائر واحيااا فلسطين الحبيبة وعاشت فلسطين الحبيبة,Happiness
763,❤❤ الله يبارك عليك واصل,Happiness
764,وين كنت نتيا 😮 موهبة خويا الله يبارك رانا معاك ❤😊,Happiness
765,عيدكم مبروك❤,Happiness
766,😮الله يبارك 😮🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿❤❤❤,Happiness
767,المرأة إلي تقعد تستنى في راجل أكثر من عام علاقة شرعية أو أكثر من شهرين تعارف قبل الخطبة هي امرأة غبية حمقاء اعطته السكين ليذبحها به وتزيد تقول لا رحت أنت وش بقالي أنت مذلولة ولي كيفك بففف جيبيلي عمر بن الخطاب ولا ابوبكر هنا نستعرف بيك 😜😎🥴,Anger
768,يناثغعبتففف🎉😂❤❤❤يخثغ3ميمعيغسهفعفصنف انا نحب بزاف انا و العائلة تاعي مي كي قالولي خير نشاء الله عليه و سلم و سيرته و الله يبارك ماشي قتلي حتا واحد 😂😂😂🤣😂🤣😂 يميايالبءتل انا في واش خيي انا اسحاق الله و انا نحب نقول لالا,Happiness
769,شكرا لك على المراجعه الممتازه اتمنى لك كل خير بالتوفيق في عملك يا استاذ عباس 🎉👩‍🎓👍🕋🕋🕋💎💎😀😃😃😃🕋🕋🕋🤯🤯🌹🌹🌹🕋🕋🕋 حياتي روعه لانها الرياضيات بجانبي الاساتذه مثل استاذ عباس الاستاذ الجيد الحب الناس ينجحوا لانه طيب القلب❤❤❤,Happiness
770,الله يبارك ❤❤❤🎉🎉🎉,Happiness
771,الله يبارك الله يبارك ❤❤❤,Happiness
772,نلي الله ❤مرحبا مليون مبروك وربنا يتم على كل شيء قدير مرحبا كيفك شو عم تعملي يا ابو محمد وعلى اله 😂🎉مرحبا مليون دولار الى مرحبا ما فضيت دق علي ضروري اليوم في عيد الفطر مرحبا مليون مبروك وربنا يبارك فيك يارب 😊,Happiness
773,ها❤متى ما راح مرحبا كيفك شو عم تساوي شي بس لا تقولي لي انا ما طططمة,Neutral
774,راك قريب لمليون الله يوفقك,Happiness
775,سلام صفا غايا لباس الحمد لله بخيروالله ❤❤❤,Happiness
776,الله يبارك,Happiness
777,متظهرش لهجة مغربية وين الكاف والفواصل,Neutral
778,هذه الاغنيه الف الف حلوه مبروك على هذه الاغنيه الجديده انا احبها كثير كثير❤❤❤,Happiness
779,الله يبارك❤❤😂,Happiness
780,مبروك علينا😊,Happiness
781,فيديو جاب مليون لايك الله يبارك ❤❤❤,Happiness
782,❤❤❤🎉🎉🎉 0:41 😅😅😅😂😂😂❤❤❤الله يبارك 😂😂😂 مشاءالله 😂😂😂❤❤❤,Happiness
783,انا جزائرية و الأغنية تهبل الله يبارك اليوم و انا نشطح فيها حتى نسيت ماطيبتش لعشا هذا وين اني نطيب,Happiness
784,جيلان الله يبارك اختي تحياتي من الجزائر لك🎉🎉 أغنية في القمة❤,Happiness
785,اغنية جميلة ولكن لي مقدمها كارية وصاف لاشكل لا مضمون داك لباس لي لابسة ما علاقته بتقافتنا ؟؟؟,Disgust
786,مبروك. 😂❤🎉🎉🎉,Happiness
"787,""كل ما هو مغربي جميل ، تراث الحان موسيقى كلمات روح مغربية ولا عزاء للانانيش الكراغلة مبروك عليهم موسيقى الواي واي تراثهم الذي يشبههم ومبروك عليه الشيخ نانو والشاب عبدو منار وباقي الانانيش 106..."",Happiness"
788,فيديو مسطي الله يوفقكم😂👌,Happiness
789,300 مليون مبروك عليك 🎉🎉💜👑,Happiness
790,مبروك فرحنا ليك فاش وصلات الأغنية ل 300 مليون 🎉🎉🎉,Happiness
791,اغنية جميلة ما شاء الله ❤,Happiness
792,انا قبايلية مثلك ❤ شكرا الله يبارك لقبليل ليزوم ❤❤,Happiness
793,من الجزائر نقلك ها اختي الصحراء غربية والقفطان مسجل فليونيسكو باسم الجزائر ههه يا خي براهيش كيفك كيف تعليقات متعدبيش روحك الصحراء غربية جد عن جد,Anger
794,ممتاز❤ مبروك😂 عليك,Happiness
795,شابة الله يعطيك الصحة❤🎉😊,Happiness
796,الله يبارك ❤❤❤,Happiness
797,انا كنبغيك مهبول انا وش تينا في المغرب الف مبروك 🎉❤❤❤,Happiness
798,مبروك وصول الأغنية 183 مليون مشاهدة❤❤❤,Happiness
799,الله يبارك اغنية شابه يعطيك الصحة زين ❤❤❤  1:15,Happiness
800,ملاحة لغنايه الله يبارك ربي يقويكم❤❤❤,Happiness
801,انا نحب حاجة هاكا عندو حق الله و ندخل فيه بدماغ حق لأنها دايما فدار يقرا افكاري ث كي كنت صغير ولا كبير في وجهو 🎉🎉🎉ههه والله نحمدو تاع الدار و هاداك لعقاش لي نحبها بزاف هي مدينة طوكيو تاع ام في وجهو كي 136ههم تتتعنننييبيسبععترر ويشد روحو في بلد اخرى راني مع شربة باسكو خلاصت وعندي لعبة ايمبروك كي 🎉 و هو صحبتي 😂😂😂😅😅تلبرؤيييبةونممنتاةنزنننصصض❤❤😂🎉😢😢😮😮😅,Happiness
802,على الاقل لمسنا نوع من الحياء في حفل الزفاف دون عري فاضح يحي الفنان والاب احمد زاهر تحية من المغرب للاسف فنانات مصر غلب عليهم لباس العهر للاسف واكيد ليس الكل نحن دولة اسلامية الحرية ليست هي العري والفساد الحرية ان احترم الاخر احترم رجولة ابي واخي وعمي تمالرجل الاخر الذي حرم الله ان يرى جسد المراة المراة الحرة هي من تستر نفسها اما الجواري والعاهرة هي التي تتعرى امام الاخر,Disgust
803,اعطيني اغنيه بوسطوف واعره ما شاء الله😮,Happiness
804,والو ❤❤❤,Happiness
805,سبحان الله والله حتا كتبانو تما مجموعين غير الزوامل ...من حركاتكم لباسكم...نعسين على كرشكم,Disgust
806,مبروك,Happiness
807,مبروك المليون تستاهلوا 🎉 افضل اغنية ❤😊,Happiness
808,الله يبارك على الغنية ❤,Happiness
809,لباس الحمد الله 😂😅,Happiness
810,أغنية ما شاء الله 😊🎉😢🎉🎉🎉,Happiness
811,الله يبارك وصلة الى 250 مليونv,Happiness
812,الله يوفقك و تحياتي لك و للفرقة تبارك الله الله يحفظكم ❤❤❤,Happiness
813,❤ تحياتي لك من ليببيا 🇱🇾♥ الاغنيه خيال ابداع الله يبارك ❤❤ نحب نهنبك,Happiness
814,وايت ﷲيعيشك انو من متابعينك إشحنلي بليز 2493541816😢😭😭😭,Sadness
815,تهبل الله يبارك ربي يحفظكم انشاء الله يارب ❤❤❤😢😮😅😊,Happiness
816,الفرنسية 🇵🇫 الله الله الله ويحفظك من وين انتي والله العظيم ٥٥ ٥٥ مليون مبروك وربنا يتمم على خير ❤❤❤🎉,Happiness
817,😮😮يعيشك في اغنية شاب 😂😂❤❤😮😊,Happiness
818,تونسية وعاشقة مغربي ربي يخليك ليا رشيد 🇹🇳❤️🇲🇦 سلطان قلبي ربي يجمعنا قريبا حلالي ❤❤,Happiness
819,الله يبارك في الصوت وليدي❤❤ جيبلينا أغنية جديدة❤,Happiness
820,تخيلو الاغنية لوكان جات باللهجة المروكية: آجي دابا ولا كندير ليك دابا الصداع أنا. كنحمق انا كندوي فلوتشورتش أنا كندير لمزيكا كنزيد فلفوليم انا وبلال وخا كيفكرني باللي فات🤣🤣😂😂 فهمتو دابا علاش غناوها بالجزائري. حيث لهجة الكاكا و الواو والواخا والدابا لا تصلح للغناء,Disgust
821,الف الف الف مبروك,Happiness
822,الله يبارك,Happiness
823,ههه😂😂😂مرحبا مليون مبروك 🎉,Happiness
824,مبروك أحب اغنية مهبول لانا ❤❤❤,Happiness
825,واو واو واو اجمل أغنية كل يوم عم ادخل للغنيةشوف عدد المشهدات واو صارت ترند الف مبروك,Happiness
826,لباس عليهم؟ صحاح هاذو,Happiness
827,الله يبارك,Happiness
828,يهبلو الله يبارك ❤❤❤😂😂😂🎉🎉😢😮😮😮😅😅😊😊,Happiness
829,تبارك الله على صوت و على أغنية 🔥.تستاهل أولدي الله يوفقك 🙏💐❤️🇲🇦,Happiness
830,🎉🎉🎉مبروك الزواج,Happiness
831,الله يبارك 💪🏼,Happiness
832,الله يبارك ماشاء الله,Happiness
833,الله يبارك خويا🎉❤,Happiness
834,وجدة الجزائرية🇩🇿 سابقا فيها كل التقاليد الجزائرية🇩🇿 لباس أطباق حلويات من العاصمة البليدة تيبازة سطيف عنابة جيجل قسنطينة بسكرة لغواط المسيلة غرداية تيارت مستغانم معسكر الشلف وهران تلمسان ههه المروك🇧🇩🇲🇦 أضحوكة العالم ههه,Disgust
835,كان عليك في آخر الكليب يكون امام مستشفى لازاري برافو عليك,Happiness
836,٠االللفلفل وة الله يسعدك يارب العالمين الله يسمع ٤٤٤٥ مرحبا مليون مبروك وربنا يتمم على ❤❤❤مرحبا مليون 🎉🎉🎉,Happiness
837,الفرنسية 🇵🇫 الله يسلمك من الشر عنك ي ٥٦ مرحبا مليون مبروك وربنا يتمم على خير يا رب يا قلبي انتي والله ما عندي شي بس ما ادري والله بس ما ادري والله بس ما ادري والله بس ❤❤❤😂❤❤❤الله يسعدك يا قلبي 😢😢😢😮😮مرحبا مليون مبروك 😂مرحبا مرحبا سهم ↔ مرحبا مليون مبروك,Happiness
838,مهبول.غنية. الله يبارك🎉🎉🎉❤❤❤🎉🎉🎉,Happiness
839,مهبول.غنية. الله يبارك,Happiness
840,يا خويا مبروك عيك 209 m 🎉🎉🎉,Happiness
841,الله يبارك صوتك مساء الله ❤ استمروا و ابهرونا بالاغنية الجديدة,Happiness
842,غنية هايلة برافو عليكم ❤❤❤,Happiness
843,اجمل اغنيه في الكوكب ربي يحفظكم كي جبتوها لنا عرس فات الشباب عرس عمي هذا انا سجى الله يبارك عرس كي درنا فيه مهبول انا رحيم نتحا في اول عرس اول اغنيه شابه وانت الروجي الله يبارك ربي يحفظك ربي يحفظك نقول لكم السلام❤,Happiness
844,ههه ضحكني غير داك سائق لومبيلونص باغي غير لامبيلونص ههه هبلتوه نيت 😂😂😂 مبروك النجاح,Happiness
845,1000مبروك عليك النجاح بالتوفيق و ربي يحفظك و يسعدك ❤❤❤🎉🎉🎉 أحسنت انك اثبت وجودك و صوتك برافووو ❤🎉,Happiness
846,الله يبارك 😅🎉❤❤❤😮😅😊😅,Happiness
847,مبروك 200 مليون,Happiness
"848,""wednesday december 25, 2024 برافو عليك خويا lazaro اغنية ديالك راها ف tendence marocain مبروك عليك 201 مليون مشاهد 💋💋💋🇲🇦🇲🇦🇲🇦❤️❤️❤️❤️"",Happiness"
849,الله يبارك اجمل اغنية سمعتها في حياتي ❤❤,Happiness
850,اغنية جميلة راهم قاع بها في لعراس الله يبارك ❤🧿🔥💖,Happiness
851,الله يبارك,Happiness
852,مبروك عليك خويا اغنية مهبول انا ناضية استمر.,Happiness
853,😂🎉 مبروك 👏 غني خير منها,Happiness
854,مبروك🎉🎉🎉❤❤❤😊😊😮,Happiness
"855,""و بلال يفكرني فلي فات 🥴 ما فهمتش الغناية الباسله هذي كيفاش عامله 190 مليون انا وين نمشي للبار نسكر نسمعها، والله اطّيرلي السّكره 🤮"",Disgust"
856,الله يبارك❤,Happiness
857,علاش,Neutral
858,أغنية خطيييرة ريتم وايقاع كتفرحني كينسمعها خصوصا لمورصو لي تكول فيه بلال يفكرني بلي فاات ضربتلي فلقلب اتمنى منك أخي أن تستمر فهاد ستايل جا معاك وما شاء الله على الإخوان لي معاك top top top,Happiness
859,الله يبارك,Happiness
860,أغنية كتحمق. 🎉🎉🎉❤❤❤مبروك,Happiness
861,انترنت غير لباس,Disgust
862,عاودتها شحال من خطرة وماشبعت منها برافو اختكم من الجزائر 🇩🇿 مرحبا مليون مبروك,Happiness
863,الله يبارك,Happiness
864,الأغنية تهبل ماشاء الله مم الكلمات الله يبارك 😂😂😂بالتوفيق,Happiness
865,غنية فشباب الله يبارك❤❤❤,Happiness
866,روعة صوت اداء والفكرة والباس وكل شيء روعة اتمنى ان تبقى المجموعة متماسكة ونشفوهم في اعمال اخرى انشالله جزايرية مرة من هنا بالتوفيق انشالله الف مبروك عالنجاح,Happiness
867,الله يبارك,Happiness
868,الله يبارك عن هذه الصوت❤❤❤من الجزائر تحياالتونسي ❤❤❤وهدى نحبك ونموت عنك ❤❤❤,Happiness
869,الله يبارك فيك هودى اغاني طوب ربي يخليك لينا 😍❤,Happiness
870,هاو وعلاش انا ضد فكرة انه هذي التونسية تدخل في اغانينا الشاوية و السطايفية😢 شفتوا اليوم راها تغني في الستيل الجزائري بلباس تونسي و غدوة ترجع اغنية تونسية لانه المغنية تونسية و اللباس تونسي😢 و كي تقوللهم ستيل جزائري يخرجوا فينا عينيهم,Sadness
871,ما شاء الله هذا الاغنيه❤❤❤😊😊😊🎉🎉🎉,Happiness
872,اغنية في القمة مشألله بالتوفيق 😘😍,Happiness
873,Madame saadallah يعطك الصحة احلوة محلاك ومحلا الباس بالتالق,Happiness
874,محلاك بنت بلادي ألف مبروك نجاح اغنية تهبل والله ممتاز محلاها بحبك برشا اغنية تهبل ماشاءالله ❤❤❤,Happiness
875,أغنية جميلة مشاء الله بالتوفيق ❤,Happiness
876,الله يبارك ❤❤,Happiness
877,الله يبارك ماشاء الله عليك هدى ❤❤❤,Happiness
878,روعة بالتوفيق❤❤,Happiness
879,روعة بالتوفيق❤❤❤,Happiness
880,🎉 الله يبارك درتها في حنة بنتي بردت ڨلبي برڨيص,Happiness
881,لباس تقليدي تونسي و ديكور تونسي و جو تونسي و تزغؤيت تونسي و تفاصيل تونسية 🇹🇳🇹🇳🇹🇳 و الإيقاع دزيري و كلمات معلمها دزيرية ... خلطة باهية مزيانة,Happiness
882,الله يبارك ❤❤❤,Happiness
883,محرمة الفتول جزائرية 😂😂😂 بديتو تسرقو لباس الجزائريات,Anger
884,عجبتني بزاف الغنية برافو و بالتوفيق ❤ تحية ليك من بومرداس 🔥🔥✨,Happiness
885,بالتوفيق 🎉,Happiness
886,بالتوفيق❤❤,Happiness
887,الله يبارك ❤والله مليحة,Happiness
888,بالتوفيق,Happiness
889,بالتوفيق هدهودة❤❤,Happiness
890,الف مبروك حبيبتي🎉🎉🎉,Happiness
891,بالتوفيق 🤍🙏,Happiness
892,بالتوفيق ❤,Happiness
893,بالتوفيق قلبي,Happiness
894,بالتوفيق هدى,Happiness
895,ألف مبروك يا روحي,Happiness
896,ألف مبروك اختي هدى بالتوفيق 🎉🎉,Happiness
897,محلاها العناية.. وصوت ماشاء الله ..بالتوفيق نور شيبة..,Happiness
898,بسم الله ماشاء الله الف مبروك تتربى في عزكم,Happiness
899,روعة يعطيك الصحة بالتوفيق ام بهاءمن الجزائر🇩🇿🇩🇿🇩🇿🇩🇿,Happiness
900,برافو حلوة الأغنية بالتوفيق انشاء الله,Happiness
901,مبروك عليك الغناية ممتازة ديما منور نووور❤❤❤,Happiness
902,الغناية تهبل مبروك ❤️,Happiness
903,برافو بالتوفيق جيش نورس,Happiness
904,مبروك تهبل الغناية❤❤❤,Happiness
"905,""برافو عليك، أغنية جميلة بالتوفيق، من متابعين نورس 🦋💙❤️"",Happiness"
906,مبروك من طرف نورس,Happiness
907,ألف مبروك تهبل الاغنية متابعين نورس 🎉,Happiness
908,ألف مبروك جيش نورس ❤❤❤,Happiness
909,مبروك تهبل الغناية 🎉❤ تيم نورس 🦋,Happiness
910,مبروك من جيش نورس,Happiness
911,❤❤❤اوت عرسي ربي يخليك لي بابا الغالي😘,Happiness
912,الله يرحمك يا بابا اتھنى عليا عايشة لباس عليا كيما عيشتني😢,Sadness
913,ما شاء الله عليك,Happiness
914,هذه الأغنية اهديها الى حبيبتي وعمري وحياتي تعبر عن حبي لها من كل قلبي ربي يخليك ليا يا احلى مرى عرفتها في حياتي الكل,Happiness
