id,content,label,cleaned_length
142a2299a4f0781f,ماجد طيار شكل هو قاهرة قهر موب طبيعي,sadness,36
07793974f4dbe74e,أن حكينا ندم هو كتنا قهر,sadness,24
a5435ad012cfdae8,أحمد طلعت شخصية مر حلو بس قهر نهاية برنامج,sadness,42
854547bd4b52ce3e,طيب قهر أحق على هو,sadness,18
4ee6777281086af7,تمنى لك نجاح قهر حلم أثرى رؤيا عميق حية شكر,sadness,43
6d089510362d5f1c,أرب هو حدك علم أخفى قلبي علم صدري أعلم سمع ضجيج قلبي شتات افكاري اللهم اني عوذ قهر ألمن فكر قلق يارب أجبر قلبي ارح بال هو سر لي امري,sadness,132
7887c089b99900cd,قهر سلمان راح قبل أعطى هو منوم,sadness,30
6deb4fdd35ed541f,لهم عنى إمارة اتبع هو قهر قهر,sadness,29
646015256ac4c825,حبه زوجة صحى غيبوبة مر قهر انو جيمري طرف ثالث,sadness,45
bbf755500311ea55,أي اللٰه قهر الله انتقم هو الذي دعمم,sadness,36
7df8dc5cbf744363,فجر يوم عوذ يا رب قهر ألمن هو يحزنني فكر قلق,sadness,44
f973694c70a6b975,تمنى هو نجاح قهر حلم معرفة هدية احترم هو شكر لك,sadness,47
2c8901dcb91faec8,أصرف نظر أشبع قهر,sadness,17
21fbf4177bf061b4,اللٰه يا مقهور أذن الله زادك قهر هلال شي فعل هلال,sadness,49
164da0298be4f378,موتو قهر,sadness,8
43dfb499bd2cee33,قبل تدخل صحي فكر الف مر موضوع هو دقان على هو قال داوم بكر اللٰه قهر,sadness,67
0659a5aba31fd027,تمنى لك نجاح قهر حلم هو ممتن رؤيا عميق شارك هو,sadness,46
4a4650951457f208,تمنى لك نجاح قهر حلم هو ممتن مقلك عميق,sadness,38
2d11347909428b85,قهر كان با رد,sadness,13
e8063434e83a9503,قهر زماننا,sadness,10
8ad36745cbf52aa6,تمنى لك نجاح قهر حلم لدى كفى مهارة حظ تجاوز,sadness,43
19dffef5c6dd59d8,تمنى لك نجاح قهر حلم مقلك جيد مكتوب,sadness,35
bcb8d34e6b723d33,تمنى لك نجاح قهر حلم نجاح متناول يديك تصميم,sadness,43
4a2394a8cf3abe2e,قهر مقفل حساب هو,sadness,16
52874b8fa70e080b,تمنى لك نجاح قهر حلم حظ سعيد نجم,sadness,32
e40b7b4a68db9c38,أبو تاوة تراك طق صورة هو عارف مقهور رأى زادك قهر دارين مقهور طق صورة مسكون,sadness,74
f2efaea3caa5e54d,تمنى لك نجاح قهر حلم تمنى هو أفضل شيء متابعة نجاح,sadness,49
d2d3caf9e9082c70,قهر ريح صبغ علطول,sadness,17
408bf57ef9b41be1,أخ لي انا آخر شاف قهر ين تابع قبلي مايصير,sadness,41
7997df0ddb48eaa8,لي إخطاء قهر,sadness,12
cb1f705f4a1b1bed,أي اللٰه قهر,sadness,12
c95ed6b85357250f,قهر نسيت أرجع هو وقت هو,sadness,23
aa5b2d28a4fa900b,معنى حرفي قهر رجل لهم اني اعوذ قهر رجل يارب,sadness,43
ecbc0c5b51b116d6,صدقني بعد لتموت قهر,sadness,19
014d268393620bee,شفة قهر ياليت أخذ معرض كتاب,sadness,27
659755f9aa0fec5a,شو حبا ضحك هو ليش أنتى عارف كلمة بري إلى ماشي رءيس هو عون رب حمى هو طقو قهر عوو أد بدكم,sadness,87
2915659321bfb196,لدى فكر جميل بس اللٰه قهر شارك هو معاك,sadness,38
ad01bfb6c88083c7,ابو جهل قهر قتل طفل سودان يمن وليبيا,sadness,36
24b654b5f5de860c,شت هو عالطرف أقل شي ابتعد ٣٠ متر مرمى هه وين اسيست عقب هو ناقل هو أعبي الهلال تمريرات شعرف هو الكوره مجرد قهر تغريد تببي منشنات,sadness,127
0a13bad898e850aa,قهر,sadness,3
5501374b7a27d5f4,هنوي تفاحتين بنى وموت قهر قلنالك صرى مفلس تغريدات نصيحة مني روح هو خل هو صرف على بدل عايش عيشة متشرد ذليل,sadness,105
da019ce4357fbc71,قهر فاتتني يوم,sadness,14
1f4c61b4132a4dba,عبار قهر رحيل,sadness,13
91071ff4fed2ad73,قاعدة العب يوم أخسر تو دخل قيمة تيم هاوش خسر هو جنقل أن زعلان داعم دمعتي نزل قهر تعب مر مادخ قيمة أخسر مشكلة وين جنقل ضدى كان زعل وخسرنا,sadness,136
53839a16b02ce5a4,قهر اللٰه باق نص ساعي أخلص حلقة,sadness,31
9dee73308395f36f,منجد احتاج ممارس بس قهر لو كملة أعطى طاق حلوه,sadness,45
de473d8d9533795b,تمنى لك نجاح قهر حلم نجاح مباشرة أمام عينيك,sadness,43
838a8bd61a7fb403,تعبان يارب سخرلي عبدالعزيز بن فهد يارب يوم هو قهر,sadness,49
8de43128a7d7c4fa,ياخي كيف صلنا هاذي مرحلة اللٰه قهر,sadness,34
7210287e722ef552,قلنا كم حب اتفاق خلف شاشة فقط لي فوق هو الرطوب قهر,sadness,50
46f420998d7b17c6,ويى قهر,sadness,7
eca059a527df41a9,قهر مالحقت على توفى واني أنولد ١٩٩,sadness,34
6923a778535ed24a,تمنى لك نجاح قهر حلم هو مصمم تحويل حظ نجاح,sadness,42
31cf214b48ab1c17,قهر مافي بلنتي هدية حكم,sadness,23
085836377d49b39d,وخى قهر قهر,sadness,11
3b4c95d8cb7da783,قهر فكيته,sadness,9
b0fd5ed7c57231e2,قهر لية هو انا,sadness,14
9595b714a5907b94,أنة هو بكى شي حانب أيكى هو صغير رشا هو إمارة حدك بان قهر هو واجد أيكى لك مقطع هو,sadness,80
358abd3000bc9d86,تمنى لك نجاح قهر حلم حظ سعيد نجم,sadness,32
891e069cd04eaa4a,اللٰه قهر نستنى ظهر قصة عشق ترجم مسلسلة جمعة فاشل,sadness,49
259e0545eb32ab8b,مو بيدنا قهر دني دمرنا,sadness,22
1a044449f1c9ef51,قهر أن ايبوكي عامل سوت جيدي,sadness,27
514f07f25efcdbe1,قهر طلعو فاصل,sadness,13
3497c7881f8a0042,ميتين قهر قاهركم صقر سوريا,sadness,26
30894b0f3b0bdfbd,عاذ اللٰه ضيق الخاطر قلة حيلة غصة قلب لهم أرح قلوبنا تحمل هو طاقة هو لهم إنى عوذ قهر ألمن فكر قلق عوذ كسارة نفس خذل حزن أكل قلب صمت عوذ أمل تلوه خيب وثقة تلا هو انكسار,sadness,167
f4d22906e1d0f87d,قهر ماقلت سالف رمضان ترويح,sadness,26
de62b36d7b68c9ca,تمنى لك نجاح قهر حلم تمنى كان لدى إيمان قوي نفسك,sadness,48
b1374e59ac3f23a5,الله طول عمر لي عهدنا أمير محبوب محمد بن سلمان زاد هو قهر هو مهما أولى إخفاء هو نراه حرف اكتبو,sadness,94
45be0cb048e9d301,طيب قهر سويت أكل جديد ذيذ يوم ماوثقت,sadness,36
2f34b4b6100ee189,أن شاءالل بس اللٰه قهر شي غبن,sadness,29
0b82e1f6ea9b7e08,صار عاددي اخيه قهر اللٰه بس عاادي,sadness,33
38472652c1070a0b,أضاف محد طلب رايكم اللٰه زاد هو قهر,sadness,35
869897c1f7d56b56,صح صح قهر مر خلاص هونت,sadness,22
13f2b1baae38e04c,قهر نسيت وش بالي كلام لأن شحن جوالي بس زبد انو ذا موضوع أهخخ عقدتي اللٰه خارجني غير شر,sadness,86
42437b59b41274b2,نيتي اتنمر أحد هو بس قهر نقط إنسان إلا إلى بالي,sadness,47
37178441b622fecf,درى قهر انا مقهور بس شو نسوي,sadness,28
5acc620986d4b9f8,يا رب هو حدك علم أخفى قلبي علم صدري سمع ضجيج فكري اللهم هو عوذ قهر ألمن فكر قلق يا رب أجبر قلبي,sadness,95
1f199a74c70fc530,تمنى لك نجاح قهر حلم هو عميق وصلة رحلة حياة شكر,sadness,47
76652f78de4c1d25,ياجماعة هو حك سبو عكس ولي غلط على هو أغلط على هو يجى هو قال يا مصري كذا أحك أسم را احنا مالنا دخل اقسم اللٰه قهر مثل هو أصل الذي قال ليش حكى سعودي انا أصلي سعودي,sadness,161
640cce7cfda8bd4c,نموت شيوخنا مانبد هو موت قهر,sadness,28
75ea5657346bbbba,قهر كان مجهز ستم هتلر بس انعزم هالوين,sadness,37
a0a777640f01eec5,قهر مرتزق يوم,sadness,13
4d26630629eccc00,جيمفورث كنت أدر هو مالقي هو قهر,sadness,31
b3f0d6acd4f1297c,قهر جيت أخير,sadness,12
e3017db626fbded4,موتي قهر غبن ياللي نابح تاج راسك,sadness,32
a9959e54e617627d,ياناس أعالم كفى هو هو أخى أرفع هاشتة حرام ورب كعب أعبى بدون أي شخصي قيادي زي ناصر كنو سالم نحط كتاف هو شاره نيفيز أخذ هو قهر والله,sadness,130
dd52eda686417a51,انطرد اللٰه قهر,sadness,15
156adbca7636ab32,يا جعل حظة قهر عشة هو مع هو رجع هو ضعف هو أغلى ناسك,sadness,51
62a21848e5112b95,أخى حسافة اخلاقك عالي اعثم هالاشكال عرف تجاري هو قال كلام بنت مهم حال حال باقي عشان مأة قهر,sadness,91
4dfa6c5b9d5ce2e3,قهر كان متحمس,sadness,13
880156790459db30,غبن احسب صدق قهر,sadness,16
0258fddb61d8222d,قهر حمسة هو,sadness,11
701917b61a245d00,مووت قهر,sadness,8
c076e91f78768175,قهر ولله,sadness,8
c205ddf9eef9591c,قهر ياعمري الله شفى هو يارب,sadness,27
d7dba83450992192,موت قهر هو الغبي,sadness,16
cb0609a0203529c3,موت قهر سوريا أصبح حر أنبح قدر ماتش حجارة كفى لاسكاتكم,sadness,54
a51233ee9d4deb54,فعل اللٰه أكثر شيء الذي مفروض ماتك هو شيء الذي شخص مال يد هو أو الذي أكر هو هو نفس لٰنك زاد قهر غبن أمكن قعد هالشي طول عمره,sadness,123
02e513d1266b36f0,عوذ اللٰه قهر رجل,sadness,17
ce6e1cb42bd1981c,حمد اللٰه قهر عباد موت,sadness,22
a116d66098c3d5e0,قهر لية سجل أول جول كان سجل جولات دوري,sadness,38
3761b02fbbe03f63,دايما اهم مناسبة هو شعرك مايضب أزف مناسبة ماتهمك شكلك ضبط قهر قهر واله,sadness,70
805cd2f095ee7278,أحد سراويل نشيمورا ألطم علي قهر,sadness,31
2c57427b877a8a8e,قهر مافك هو,sadness,11
ceaba6b85f6e8f0b,اخخ قهر عاد موقع اللٰه اوفر بس شي أن حلو اللٰه وصل سرع هو,sadness,57
50272797aa92e4f9,قهر وش عنى اجل,sadness,14
8eccaa4932ac8146,عوذ اللٰه قهر رجل,sadness,17
863e98b36697bf99,قهر لو مو موجود أفضل,sadness,20
4bd1e6da25e97333,رهبة احترام حضارة مصري الملك توت عنخ امون مجدنا عاد حياة,fear,56
539f3e0881bdf68d,كون انج راح صالون عزا معنة هو هو احساس موت هذي هو نظرة إنسان شكل هو اهم نفس هو اتزى هو حالة وفاة أخت انتقد شي فعل مقزز قمنا نشوف هالة عزاء مقام مقال إذا أنتى غيرج شفتوه عادي رأى كلش مو عادي موت رهب حشم,fear,201
6728d46286c5c054,حين زار متحف كبير شعر هو أنك خطا داخل صفحة تاريخ حي تغمك رهبة مكان جلالى عاش حظة استثنائي أمام رائع مصري قديم جعل حجر مادة طيعة تجسد عبقرية هو خلود نهم,fear,151
620c834e5985d932,حمل كتاف تلقى رهبة أمة أحذر تشبه غريب أخذ هو هو رهبة رأى الجموع أمام هو وراء هو سجد هو بل قال قلوبكم لك يا سيد انبغى سجود ملاكي معكم عنى هو,fear,139
f129860cb4a2114a,أرض تعرف صمت وحد القادر إسكات هو رونالدو اسم الذي حول ضجيج الكامب نو إلى رهبة خالدة,fear,83
20e1650bfb671b27,زحم لأن حمير نفس هو احد عاقل أوقف بنص طريق أصل رهب طريق إنسان كفيل نسف أي فكر إنساني اخطر قفى الله عين أهل هو احس موقف ذا أوضح إيش بارد تجلط,fear,140
2d81520f15a9e194,أمی رالمؤمنین على على سلام فتبارك الإذوي سجد هو منن السماوات إلروضاض طاعع أرر اعاف هو خد وجيه لقي بالطاعة إي هو سلام ضععف عطط هو إقایاد رهبة خاوف,fear,145
9909d6118af21093,تشت خائف أمل ضياع رهبة سعادة,fear,28
dbc8f1fe7ea05c43,تكلم رجل تبالي بلوم لائم اهتز قاعة هيبة ارتجف أبد رهبة لو أمريكا ارتعد هو عبيد ككن هو تقرأ ألف حساب زار,fear,103
117dc7f6ffc5ed24,آت مستغرب لي انا اعرف نادي قال عندي مبدأ جايب لجنة تهاجم كل عشان عمل رهب لطج كل,fear,79
1069ab493a180ba6,سخط الشروكية مجوس,anger,17
f1fb7e030bb0a509,إن عبدا ليتكلم بالكلمة منن خطإ لئهة تعى ألق هو بلاا هوى هو جهنم,anger,63
aa98048aad5665c4,لهم إنا نسأ سلام عد هو كدر رضا عد هو سخط عاذذ هو من تعب رئح أرقى شععور شحووب إيامة كسر هو,anger,89
b8429134a3222b59,ساخط أوة هو سخط درجة مشبوه,anger,26
9a24bd115292d8c2,إن عابودا ليتكلم بالكلمة من راضوان لئهة لق هو بال ارراف لئه هو درجات إن عابودا ليتكلم بالكلمة من ساخط لئهة لق هو بال اههوى هو جهنم,anger,130
1506e86a9cda193f,إن عبد تكلم كلمة رضوان لها ألقى هو بال رفع لهة هو درجة إن عبد تكلم كلمة سخط هو لها ألقى هو بال هوى هو جهنمة,anger,107
53e857914248c160,مود الظهاري عندي سخط فوق سخط الظهريه نفس هو,anger,43
b21606dcd8d9cc79,لعل الله سخط على كلمة ألل اللٰه هو أصل أعمى قلب ختم,anger,51
3298abaf7bf7d45b,لازم واجه هو شي ترك هو المجاملات عشان عرف سخط اتحاد جمهور,anger,57
6aca2b89a5c2df1d,أب هريرة رضى الله نبي صلى الله على سلم إن عابودا تكل كالم من راضوان لئهة لق هو بال ارراف لاه هو درجات إن عابودا ليتكلم كالمة من ساخط لئهة لق هو بال اههوى هو جهنم,anger,161
d84181e5309cf7d4,ترى كاثير اتتى الذين كفار ئس قدام هو أنفسهم أن سخط الله عليهم فاي العاب هو خالدون,anger,81
1d36d2f659f52b73,حين أذان الله قبض روح مجرم كافر بدأ حظة رجعة بعد هو حظة خرج هو روح جسد عاش ظالم أو مستكب أو محارب دين الله أتى ملأك غلاظ شداد رحمة وجو هو هو حمل كفنا نار حنوط جهنم جلس رأس قال اخرجي أيت هو روح خبيث إلى سخط الله غضب هو,anger,217
263e8a27d7420fc0,سخط الله عليكم,anger,14
890b940f8b273716,اسأل العظيم رب عرش عظيم شفى هو شفاء غادر سقم جعل أصاب هو نور طهور جمع هو أجر عافي رفعة هو درجة نعلم أن اللٰه أحب عبد أصاب فلترضى قدر علم خير رضى فل رضا سخط فعلى سخط أهل رضا إذن اللٰه تعالى,anger,188
ed0c2c9cfcb78c67,شفى تغريد واحس لو ضحك على هو أجان سخط دني أخره,anger,46
c0a1fc39ec991006,ابتلع الحنش يا دويلة إمارة هٰذا مرة لن تسلم جرة صوت ثكالي مظلوم طفل ليس الله حجاب أصاب هو سخط الله قط انتظر,anger,107
9219af6667a80faf,إن عابودا ليتكلم بالكلمة من ساخط لئهة لق هو بال اههوى هو جهنم,anger,61
b4839f67a46b5294,عليك سخط الله الله عزوجل أمر غطاء وجه فرض نساء مؤمن إذا هو خارج ملة إسلام اعناك أمر يانجسه,anger,90
58c5c1db1bbc04bb,عوذ اللٰه كانى حول فئة شكل ذا لو مجبور عشان وجي سخط ربك على هو مايصيبك,anger,70
2f379965cda164b7,منذ إنقلاب على عهد الله رسول بداية قرن وقع السيبة زوكو صهيوني دولي كما وقع قرن تركيا إلى يومنا فساد سفيكة دم شعب عالم أراد قرد أو خنزير عباد خرا شيطان صهيوني إبادة حرر أمة أمريكا كما فعل بفرنسا هدف سخط عنة الله,anger,210
4c86fe90a23339ec,لاحو قوة اللٰه لهم هو برأ حولي قوة تدبيري هو قوتك تدبير هو إل هو عجز شيء هو شيء قدير يارب آتن خير دني نعيم آخر بدل حال شقاء كتبة سرور ورضا عقب سخط,anger,146
90ffa2817a109824,نفسي بيد سأل ألا سخط الله غضب علي,anger,33
e297514b07712ed7,اللهم أسعد قلب قر عين كل تمنى أرض رضا سخط بعد وفق أمر هو جعل كل هو فرج كل ضيقة مخرج كل بلاء عافية لهم رزق سعادة زول وصحة تحول حقق حلم أملأ يوم رضا بركة طمأنينة أصرف,anger,164
cc60eb71e91a6362,النبي قال إن لببيدة ليتكلم بالكلمة منن رضوان لئهة تول ألقى هو بلاا ارراف لاه هٰذا درجات إن عبدا ليتكلم بالكلمة منن خطإ لئهة تعى ألق هو بلاا هوى هٰا جهنم,anger,152
f21614e1051fb570,إذن كرة دبا ملعب البوليزايو لي خرجات قبل يوم هدد إنسحاب مفاوضة ربما حمل سلاح ضدنا هاد أمر غتك عندو عاقبة خيمة تصنيف هو منظمة إرهابي مثل ترامب كولشي ممكن هاد أمر عيكون عندو أثر جزائر لي احتاضن هو تا سخط مجتمع دولي,anger,212
98812345aa067c70,حول قهوة اللٰه عالم أيش صاير هو لي غش زبينة ضاعة رديء بعدين ادعى على انتشر سمعة سيئ إنسان ذهب بركة هو نال سخط ربك,anger,113
40c8ce73ec9b3e84,عايزة أكتب هو هنا علن بس حقدر اللٰه حأك هو نفسي أقول سخط اللٰه إمارة,anger,68
1a23bd9b05e71853,سخط عام ابن عدن جنوب بعض تصريح حاول متطرف حزب إصلاح أخونجي علام هو نسبة إرهابي مدعو أمجد خالد إلى عدن تلميع قائد مقاومة جنوبي قال هو أن الارهابي دفع هو جزء أساسي إرهاب انتمى إلى عدن أهل هو,anger,188
54b6c7357897416b,النبي قال إن لببيدة ليتكلم بالكلمة منن رضوان لئهة تول ألقى هو بلاا ارراف لاه هٰذا درجات إن عبدا ليتكلم بالكلمة منن خطإ لئهة تعى ألق هو بلاا هوى هٰا جهنم,anger,152
6e12affddb800a9f,إذا هذي مشكلة توقع أن إنسان مثلك انا عيلة أقربي إنسان كشف تزين إنسان غطى تستر مسألة حرية شخصية بس ظاهر انتو عندكم حرية خلع حياء سخط رب أو بلاش,anger,142
c72208877055d161,الي أعجب أن مابا ماكر قرار شاف سخط قراء المانجا فاهم عمل عرف غلط هو غير مخرج طول جاب مخرج كفؤ هذي مهمة وزي ماقلت اكتفى كان مجرد ديل بل أعاد صياغة شيء خص إنتاج طلع هو نتيجة تاريخي,anger,178
2ed2d78f35aed4df,توصل قسد اتفاق قوة صندود ريف حسكة عقب توتر داخلي إثر مداهمة ضد ابن عائلة الهليل قرية كرهوك قضى إعادة سيارة سلاح مصادرة تنسيق مسبق قبل إجراء أمني داخل منطقة صندود تشديد منع تكرار تجاوز وسط سخط شعبي متزايد,anger,203
6dacba025a753357,أضح ندم حسرة سخط ماما فرنسا الكراغلة هو طبع هو عقل هو سينف,anger,58
971b535a6944c211,سخط الله مغرب استفادة,anger,21
7ea27b534266bc97,سخط بشرية هو,anger,12
160a30ed63857870,رسول الله صلى الله على سلم كى أمة آخر زمان راجالي أو خررج راجالي من أمة آخر زمان هو أسوية أن هو ذنبي بقرة غغد خاطط لها اروأح غاضب يا طبيق دم بريء رقبة الله اجتمع خصم,anger,165
c9291ea46e18d92c,تصريح ناري المناظل ابو نواف بدا أن وراء أكيم سخط شعبي كبير ضد إنقتالي,anger,69
5aa9b2480683cb23,وش سو سودان هو شعب طيب أمين حول قوة إلا اللٰه خافو سخط اللٰه هو,anger,63
c13efa3fb88de0cf,لهم أجزى الدي خير جزاء رضا هو رضا سخط بعده,anger,42
37c14552bd229d92,لهم يوم جمعة هو أسأل سلام مابعد كدر ورض مابع سخط فرحة مابعد حزن,anger,63
810f6225d71d8684,نفسي احتاج تبنيد لأن ممكن أبد سخط عالبشرية,anger,42
ccff63a2843bd033,رضا تام لو أن يوم سار كما أحب أو كما اشتهى أو كما انبغى على هو كان ككن هو وحيث كان هنا جلس برض نتابني سخط جزعة,anger,110
bb9a63c214140340,رسول صلى الله على سلم إن لببيدة ليتكلم بالكلمة منن ساخط لها لق هٰٰا بلاا اههوى بهة في جهنم,anger,90
5a41aa89533d7347,لبائسا قدام هو أنفسهم بضاعة الكاسدة والصفقة خاسر سخط الله سخط سخط شيء خلود دائم عذاب عظيم ظلمة هو نفس هو قدم هو نزل غير كريم ظلم نفس هو فوت هو نعيم مقيم,anger,152
5ef8c1940b67e864,لهم حاسب هو عدل رحمة أمر خالق سوى شي الي أباه قله أدب خالق مثل نبي رجل تكلم كلمة سخط الله ألقى هو بال هوى هو النارأبعد مشرق مغرب رجل تكلم كلمة رضوان الله ألقى لهبال رفع الله بهادرجات,anger,182
04bd84fee7f2419c,اللهم أرزق إيمان ريب رزق جحد قلب قسوة صحة سقم هو رضوان سخط,anger,58
dffd1f301984ca34,يا طيف يا لطيف يا لطيف ألطف هو هو خفي عنى قدرة لهم هو أسأل سلام بعد كدر رضى بعد سخط فرح بعد حزن لهم أملأ قلبي كل خير لي لهم جعل طريقي مسهل ييم قادم أفضل سابقة هو,anger,161
5656a8d95affe45f,انتقام سخط,anger,10
ca31d883189a4bc3,اللهم ارض عنا رضا عقب سخط أمنح هو رحمة اطمأن قلب استنار روح,anger,59
3bcad1092e35b79a,اللهم اجعلني خطوة هو أسير بنر هو أستنير أجعلني اتبع هو إحسان كما اتبع هو سابق إحسان لهم كما رضى هو أرض عنى أرب رضح سخط بعده,anger,123
14384c24c6d64364,عس عبد دينار تعس عبد الدرهم أعطى رضي يعط سخط تعس انتكس صدق رسول الله صلى الله على وسلم,anger,86
530114c7c988bccd,كانن هو رسول ذبوا حجج الله أدلى كان خاسر خط اللٰه على هو نال عقاب,anger,65
34d38ffb054287f4,النبي قال إن لببيدة ليتكلم بالكلمة منن رضوان لئهة تول ألقى هو بلاا ارراف لاه هٰذا درجات إن عبدا ليتكلم بالكلمة منن خطإ لئهة تعى ألق هو بلاا هوى هو جهنم رواه البخاري,anger,164
6b227d74fff26988,يا مرحبا يا عبدالل جمهور نادي كبير رحم أبد لو أضاع هجمة مباراة مهم طريقة استعراضي متأكد جمهور أكل أكل توتر اندمر انتقاد بداية أجمل سخط نهاية توفيق أبو الشامات ملكي عيدا ماطياز حمار,anger,180
47c44a1af663fc4c,اللهم اجعلنا أقرب عباد هو إلى كرم هو نور وجهك جعل هو ممن شمل هو رحمة عمة هو مغفرة رضى هو رضا سخط بعد,anger,100
cd0c5a65ef6bd0e6,حقيقة أن مصدر سخط شميط رجل خالق هو نظر هو أحد هو امرأة وعش خيالة هو مكذوب الابخر الذي تحرش تلك الدميمة,anger,102
b3ec94991ac9c305,كلهم بيهاجموه كمية سخط كبير على لأن دايم تكلم منطق,anger,50
86cdd3c31c9ae57b,رضا تام لو أن يوم سار كما أحب أو كما اشتهى أو كما انبغى على هو كان ككن هو وحيث كان هنا جلس برض نتابني سخط جزعة,anger,110
e8b7737d3a82a66e,عظم جزاء عظم بلاء الله أحب قوم ابتلا هو رضى فل راضي سخط فل سخط راوي أنس بن مالك المحدث الألباني مصدر صحيح الترمذي,anger,113
09e89c26978e7710,سخط ماهو شرق أوسطي حدث آن,anger,25
7469acf8dc245593,بل مختصر حكومة هو حرامية شعب مصر بل شارع عايشين باع نص مصر سا جايكم سخط الله بجيشه,anger,82
0417c486554b06ee,إذا موضوع حقيقي مستحيل ظل سر لأن واضح سخط كبير إسبانيا منذ ساعة تسليم يماك مشروع الكامب نو زلت اعتقد أن برشلونة كان هو إدارة جديد صيف قادم,anger,138
f82613b5fa743aa8,قالن هو هٰكذا دون خطام زمام مواربة رضي رضي سخط سخط هو اللٰه إنا إلى راجع آجرنا الله مصاب هو,anger,91
bdfc3dfa5ed7027c,حرق وجهة وايدي سخط خيم مات فقع,anger,30
884fd40939395feb,حال سخط عام علي خلفي افتتاح متحف ست تقليل شأن متحف ككن صحوه كري ثقافي زياد وعي مصري معنى هو عد جدى نفع مسكن الوهميه شعب,anger,119
365af9e820103246,سخط الله وجه,anger,12
4fc2e08c8ed24cd1,قضاء يا استاذ نصر الدين فساد إف دمر بلد عمل سخط شعب قضاء قضاء,anger,61
af708082d568661a,يوم هو وريت فيديو حدة جنبي هوب أطلع اللي بعد سخط,anger,48
b50b3882ab1897e5,إخلاق سخط,anger,9
f5e532a70f3d3079,اللهم أغفر قلبي أسى لسان هو سخط نفسي أن ضاق لهم غفر ضعفي قلة صبري يارب لهم بدل إقداري أجمل هو القادر عجز شيء يارب حدك طاب خاطرة هو هو تتحقق أمنية يارب استودع أمر خاطري حقق هو لي,anger,177
62fe1d036fedaff6,حالة القصيمي احتاج دراسة نفسي اجتماعي تحولات فكر ضحلة غاية غير متناسق أشبه حالة سخط واقع دني مجتمع ذٰذل هو اهتم أحد نقض هو أو نقد هو أو تعليق على هو,anger,148
1c88c7ee0ce2c2a6,اختي قبيل مخزن هيا تلمسان ادرار بشار القنادسة هران تيندوف هو عانى تهميش عزلة جزائر أن هو مغاربة هاد سبب سخط نضام عسكر المخزن,anger,124
8dd168e7405c685a,تموقع مصاحب خطة حرب اقتصادي تبع هو تنظيم أخطر ليس عتاد هجمة مباشر قوط أماكو ليس ضرورة سقوط عسكري بل ممكن كان انهيار داخلي تبع انقلاب عسكري أو سخط شعبي سقط نظام,anger,159
e9f885721ea86863,أسأل الله عظيم رب عرش عظيم شفى عافى قام سلام هٰذا دني دار بلاء اختبار مرض سجن حاجه هو ابتلاء الله العباد رضي فل رضا سخط فل سخط حمدل حال لهم أغفر لي مؤمن مؤمنة حي هو موت يارب عالم,anger,178
c2457d046abdcb27,أعظم عقوبة إنسان قسوة قلب نزع رحم هو علام سخط غضب اللٰه عليهم,anger,61
4dce7af946ef29fb,لهم رزق هو إيمان ريب رزق جحد رضوان سخط صحة سقم هو,anger,49
ccd1ad72421114e1,اللهم عنى أنزل على سخط جندي دعم,anger,31
ecd8fae7fe33fff3,الدنيام جبول نقص هو مفتح عيونكم سوشال ميدياف اللٰه لذة شوق حب زوجة جديد مخكم مليءبصور نساء رسولاللهصلى هو هو مؤمن مؤمن أن سخط منهاخلقارضي منهااخ أي أيبغض حياة كملهار تقارن بنت سوق بنت محترم,anger,189
ea33abdfe83ce332,رضي فل رضى سخط فل سخط,anger,21
51dcc313ff6eb853,ياتونس مذا فعل نفس هل سخط نزل عليك,anger,34
f66fb64cbbe28bbf,آن سخط على هو ابوكم فرنسا شوفو أبوكم عثماني أو إسباني,anger,53
bbcfe59ae1fb3974,رسول الله صلى الله على سلم أرد الله خير أصب أنس رضي الله رسول اللٰه صلى الله على سلم إن عاظم جزيزة عظم بلاءة إن لها أحب قوم ابتل هو من رضى فل رائضة من سخط فل ساخطة,anger,163
7760cb960e420141,أن شاءالل سقط عليكي سخط ربنا يا بنت زنوه هو دفعى عشان حكى زي هيك يا مرتزقه,anger,74
08ce5aa82c17203c,إمام الجواد ضرك سخط رضا الجور ميزان حكمة,anger,40
18565934cc90d3cd,أعرف كيف أحب نفس أمكن أضعف ذات تسبب سخط أثر سعادة شخصي,anger,54
9642b8820d54194f,منسي محروم تكنن قلب هو ذرة رحم سينالوا سخط اللٰه عذاب أليم رد ماذا طاب عمر هو عذب هو عذاب شديد الفقير الله,anger,106
301644fab7da782f,مشكلة راعي الموالح جماعة نقلول صورة غلط وعاد هوه طول عصب وزاد سخط جمهور ضد جالية الهندية تغريدة دون تبين رغم عرف دين حافظ الايه كريم إذا جاءم فاسق نبأ فتب صدق الله عظيم,anger,168
4e6e6eded06d02aa,عليك سخط اللٰه يا وقح إذا عادك أيد مجرم حقير منحط سفيح,anger,54
e6535c9865aa35fe,مش شيء نفع مشاركة هو عام السوشيال ميديا دة مش سلامة حدك سلامة إنسان ذٰلك وقت هو ممكن اختبر هو فكر هو أسى سخط غضب أو فكر عزز عندك ميل سلوكي تدميري ذات أو فكر مظلم وقت دي أكتب فكر ورق شارك هو شخص آمن,anger,197
